InvoiceID,FailedFields,ModifiedFields,Provider_Clean,InvoiceAmount_Clean,InvoiceDate_Clean,ContractTitle_Clean,ContractNumber_Clean
INV32841,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,201895.85,2026-01-01,Graffiti management and pressure cleaning services,3668
INV32842,['ContractNumber'],['Provider'],Nationwide Towing Services,70094.24,2027-03-16,Vehicle tow away and impound services,3585
INV32843,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,41714.39,2029-06-17,Building cleaning services,3634
INV32844,['ContractNumber'],['InvoiceAmount'],Programmed Facility Management Pty Ltd,200000.0,2028-03-30,Building maintenance services,3630
INV32845,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,206883.9,2028-10-27,Civil infrastructure services,3665
INV32846,['ContractNumber'],"['Provider', 'InvoiceAmount']",SERCO,150428.66,2029-06-15,Open spaces management - region 2,3677
INV32847,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,200000.0,2025-11-04,Waste management services,3556
INV32848,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,40543.11,2027-12-22,Integrated security services,3686
INV32849,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,186012.8,2028-09-27,Parking technology services,3623
INV32850,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,51860.16,2028-12-17,Management of Active Melbourne recreation facilities,3615
INV32851,['ContractNumber'],['InvoiceAmount'],Spotless Facility Services Pty Ltd,200000.0,2028-10-06,Street cleaning,3669
INV32852,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,115834.93,2025-01-27,Open spaces management - region 1,3676
INV32853,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,104102.15,2025-07-16,Building cleaning services,3634
INV32854,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,175243.02,2026-02-08,Building maintenance services,3630
INV32855,"['InvoiceDate', 'ContractNumber']","['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,17156.31,,Civil infrastructure services,3665
INV32856,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,144420.79,2029-08-10,Parking technology services,3623
INV32857,['ContractNumber'],['InvoiceAmount'],Programmed Facility Management Pty Ltd,200000.0,2028-10-14,Building maintenance services,3630
INV32858,['ContractNumber'],"['Provider', 'InvoiceAmount']",Victorian YMCA Community Programming Pty Ltd,116357.16,2025-08-03,Management of Active Melbourne recreation facilities,3615
INV32859,['ContractNumber'],['InvoiceDate'],Nationwide Towing Services,191851.51,2026-10-24,Vehicle tow away and impound services,3585
INV32860,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,76666.26,2026-08-06,Street cleaning,3669
INV32861,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,228997.59,2026-01-10,Street cleaning,3669
INV32862,['ContractNumber'],['Provider'],Citywide Service Solutions Pty Ltd,14151.17,2026-04-25,Civil infrastructure services,3665
INV32863,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,98147.47,2026-09-15,Building cleaning services,3634
INV32864,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,37243.06,2025-04-30,Open spaces management - region 2,3677
INV32865,['ContractNumber'],['Provider'],SERCO,112641.56,2028-04-10,Open spaces management - region 2,3677
INV32866,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,100000.0,2027-02-13,Open spaces management - region 1,3676
INV32867,['ContractNumber'],['Provider'],Programmed Facility Management Pty Ltd,79895.86,2025-12-20,Building maintenance services,3630
INV32868,['ContractNumber'],"['InvoiceAmount', 'ContractTitle']",Reino International Pty Ltd T/A Duncan Solutions,186508.44,2026-11-20,Parking technology services,3623
INV32869,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,199875.98,2029-05-14,Waste management services,3556
INV32870,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,67164.89,2029-10-07,Open spaces management - region 1,3676
INV32871,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,182102.17,2029-07-04,Integrated security services,3686
INV32872,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,19617.62,2025-07-01,Tree management maintenance services,3678
INV32873,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,100000.0,2027-06-30,Street cleaning,3669
INV32874,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,0.0,2025-08-06,Melbourne Town Hall venue management,3670
INV32875,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,200000.0,2025-02-26,Building maintenance services,3630
INV32876,['ContractNumber'],['Provider'],Reino International Pty Ltd T/A Duncan Solutions,178950.37,2028-01-08,Parking technology services,3623
INV32877,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,58800.94,2026-09-07,Waste management services,3556
INV32878,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,47012.31,2027-08-06,Parking technology services,3623
INV32879,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,24653.7,2028-09-13,Integrated security services,3686
INV32880,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,47973.95,2025-06-21,Management of Active Melbourne recreation facilities, 
INV32881,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,190112.65,2025-06-11,Building maintenance services,3630
INV32882,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,95597.58,2026-05-23,Melbourne Town Hall venue management,3670
INV32883,['ContractNumber'],"['Provider', 'InvoiceDate', 'ContractTitle']",Nationwide Towing Services,133290.18,2025-09-08,Vehicle tow away and impound services,3585
INV32884,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,166383.61,2026-07-17,Civil infrastructure services, 
INV32885,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,81268.75,2029-08-03,Tree management maintenance services,3678
INV32886,['ContractNumber'],"['Provider', 'InvoiceAmount']",Spotless Facility Services Pty Ltd,200000.0,2027-11-18,Street cleaning,3669
INV32887,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,139336.47,2025-01-20,Street cleaning,3669
INV32888,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,100000.0,2026-08-26,Vehicle tow away and impound services,3585
INV32889,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,0.0,2028-07-26,Melbourne Town Hall venue management,3670
INV32890,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,178610.37,2029-04-28,Graffiti management and pressure cleaning services,3668
INV32891,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,207289.77,2028-12-01,Graffiti management and pressure cleaning services,3668
INV32892,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,14855.17,2029-09-27,Waste management services,3556
INV32893,['ContractNumber'],['InvoiceAmount'],Programmed Facility Management Pty Ltd,169364.86,2029-04-13,Building maintenance services,3630
INV32894,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,62323.27,2025-03-31,Management of Active Melbourne recreation facilities,3615
INV32895,['ContractNumber'],['InvoiceDate'],Victorian YMCA Community Programming Pty Ltd,40183.81,2027-12-04,Management of Active Melbourne recreation facilities,3615
INV32896,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,195704.63,2029-06-02,Vehicle tow away and impound services,3585
INV32897,['ContractNumber'],"['Provider', 'InvoiceAmount']",Spotless Facility Services Pty Ltd,0.0,2027-05-09,Street cleaning,3669
INV32898,['ContractNumber'],['Provider'],Cleanaway Waste Management Limited,191066.1,2027-02-16,Waste management services,3556
INV32899,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,100000.0,2028-12-09,Civil infrastructure services,3665
INV32900,['ContractNumber'],"['Provider', 'InvoiceDate', 'ContractTitle']",Programmed Facility Management Pty Ltd,134992.04,2028-08-25,Building maintenance services,3630
INV32901,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,40709.1,2025-11-16,Integrated security services,3686
INV32902,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,206517.05,2027-08-10,Open spaces management - region 2,3677
INV32903,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,200000.0,2025-01-12,Building maintenance services,3630
INV32904,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,143674.49,2029-03-07,Building cleaning services,3634
INV32905,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,207705.83,2025-03-04,Open spaces management - region 2,3677
INV32906,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,31164.21,2026-11-14,Management of Active Melbourne recreation facilities,3615
INV32907,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,152585.64,2029-05-07,Tree management maintenance services,3678
INV32908,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,9033.45,2029-03-28,Building cleaning services,3634
INV32909,['ContractNumber'],['InvoiceDate'],Spotless Facility Services Pty Ltd,156979.47,2029-04-06,Street cleaning,3669
INV32910,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,97610.76,2027-08-17,Open spaces management - region 1,3676
INV32911,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,104374.84,2029-01-27,Tree management maintenance services,3678
INV32912,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,39040.84,2026-12-19,Parking technology services,3623
INV32913,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,101627.86,2025-03-11,Street cleaning,3669
INV32914,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,135949.25,2027-11-25,Civil infrastructure services,3665
INV32915,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,194222.34,2025-06-30,Graffiti management and pressure cleaning services,3668
INV32916,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,231789.16,2028-10-07,Building cleaning services,3634
INV32917,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,207757.71,2026-10-10,Integrated security services,3686
INV32918,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,35435.91,2029-12-16,Building cleaning services,3634
INV32919,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,100000.0,2026-07-20,Civil infrastructure services,3665
INV32920,['ContractNumber'],"['Provider', 'InvoiceAmount']",Spotless Facility Services Pty Ltd,0.0,2025-09-28,Street cleaning,3669
INV32921,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,215424.12,2028-12-04,Building cleaning services,3634
INV32922,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,242276.94,2029-11-26,Building cleaning services,3634
INV32923,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,33087.99,2027-06-05,Street cleaning,3669
INV32924,['ContractNumber'],['Provider'],Nationwide Towing Services,178167.92,2027-04-06,Vehicle tow away and impound services,3585
INV32925,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,198625.31,2026-11-22,Open spaces management - region 1,3676
INV32926,['ContractNumber'],"['Provider', 'InvoiceAmount']",Nationwide Towing Services,200000.0,2027-07-28,Vehicle tow away and impound services,3585
INV32927,['ContractNumber'],['Provider'],Reino International Pty Ltd T/A Duncan Solutions,49986.02,2029-11-26,Parking technology services,3623
INV32928,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,180589.92,2026-07-21,Management of Active Melbourne recreation facilities,3615
INV32929,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,0.0,2028-03-31,Open spaces management - region 1,3676
INV32930,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,191854.47,2027-01-14,Open spaces management - region 1,3676
INV32931,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,157874.38,2026-02-07,Building cleaning services,3634
INV32932,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2028-09-10,Tree management maintenance services,3678
INV32933,['ContractNumber'],['Provider'],Calcorp Services Pty Ltd,102415.19,2026-07-18,Graffiti management and pressure cleaning services,3668
INV32934,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,35336.3,2027-12-20,Melbourne Town Hall venue management,3670
INV32935,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,229415.19,2028-08-10,Waste management services,3556
INV32936,['ContractNumber'],['Provider'],Citywide Service Solutions Pty Ltd,25625.65,2026-10-07,Tree management maintenance services, 
INV32937,['ContractNumber'],['Provider'],Menzies International (Aust) Pty Ltd,125433.32,2029-01-12,Building cleaning services,3634
INV32938,['ContractNumber'],['Provider'],National Protective Services Pty Ltd,198833.79,2028-05-24,Integrated security services,3686
INV32939,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,109395.56,2027-12-28,Management of Active Melbourne recreation facilities,3615
INV32940,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,122280.97,2025-01-13,Vehicle tow away and impound services,3585
INV32941,['ContractNumber'],"['Provider', 'InvoiceDate']",Programmed Facility Management Pty Ltd,55913.49,2025-10-14,Building maintenance services,3630
INV32942,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,233488.03,2029-06-03,Open spaces management - region 2,3677
INV32943,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,31526.28,2028-06-10,Management of Active Melbourne recreation facilities,3615
INV32944,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,143509.65,2026-12-06,Parking technology services,3623
INV32945,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Cleanaway Waste Management Limited,161085.64,2029-01-04,Waste management services,3556
INV32946,['ContractNumber'],"['Provider', 'InvoiceAmount']",Calcorp Services Pty Ltd,160374.15,2027-06-20,Graffiti management and pressure cleaning services,3668
INV32947,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,100000.0,2025-06-08,Graffiti management and pressure cleaning services,3668
INV32948,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,63089.45,2025-05-30,Building cleaning services,3634
